,i,j,k,l,V_ijkl
78,14.0,15.0,9.0,8.0,-2.174688
79,15.0,14.0,9.0,8.0,2.174688
80,8.0,9.0,10.0,11.0,3.192574
81,9.0,8.0,10.0,11.0,-3.192574
82,10.0,11.0,10.0,11.0,3.105794
83,11.0,10.0,10.0,11.0,-3.105794
84,12.0,13.0,10.0,11.0,2.089214
85,13.0,12.0,10.0,11.0,-2.089214
86,14.0,15.0,10.0,11.0,1.961722
87,15.0,14.0,10.0,11.0,-1.961722
88,8.0,9.0,11.0,10.0,-3.192574
89,9.0,8.0,11.0,10.0,3.192574
90,10.0,11.0,11.0,10.0,-3.105794
91,11.0,10.0,11.0,10.0,3.105794
92,12.0,13.0,11.0,10.0,-2.089214
93,13.0,12.0,11.0,10.0,2.089214
94,14.0,15.0,11.0,10.0,-1.961722
95,15.0,14.0,11.0,10.0,1.961722
96,8.0,9.0,12.0,13.0,3.20918
97,9.0,8.0,12.0,13.0,-3.20918
98,10.0,11.0,12.0,13.0,2.089214
99,11.0,10.0,12.0,13.0,-2.089214
100,12.0,13.0,12.0,13.0,3.087373
101,13.0,12.0,12.0,13.0,-3.087373
102,14.0,15.0,12.0,13.0,1.987952
103,15.0,14.0,12.0,13.0,-1.987952
104,8.0,9.0,13.0,12.0,-3.20918
105,9.0,8.0,13.0,12.0,3.20918
106,10.0,11.0,13.0,12.0,-2.089214
107,11.0,10.0,13.0,12.0,2.089214
108,12.0,13.0,13.0,12.0,-3.087373
109,13.0,12.0,13.0,12.0,3.087373
110,14.0,15.0,13.0,12.0,-1.987952
111,15.0,14.0,13.0,12.0,1.987952
112,8.0,9.0,14.0,15.0,2.174688
113,9.0,8.0,14.0,15.0,-2.174688
114,10.0,11.0,14.0,15.0,1.961722
115,11.0,10.0,14.0,15.0,-1.961722
116,12.0,13.0,14.0,15.0,1.987952
117,13.0,12.0,14.0,15.0,-1.987952
118,14.0,15.0,14.0,15.0,1.590181
119,15.0,14.0,14.0,15.0,-1.590181
120,8.0,9.0,15.0,14.0,-2.174688
121,9.0,8.0,15.0,14.0,2.174688
122,10.0,11.0,15.0,14.0,-1.961722
123,11.0,10.0,15.0,14.0,1.961722
124,12.0,13.0,15.0,14.0,-1.987952
125,13.0,12.0,15.0,14.0,1.987952
126,14.0,15.0,15.0,14.0,-1.590181
127,15.0,14.0,15.0,14.0,1.590181
